,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10667,52,blue-collar,married,secondary,no,167,no,no,unknown,16,jun,163,1,-1,0,unknown,no
10669,59,services,married,primary,no,31,no,no,unknown,16,jun,41,3,-1,0,unknown,no
10675,41,blue-collar,married,secondary,no,-100,yes,no,unknown,16,jun,20,21,-1,0,unknown,no
10679,45,management,married,tertiary,no,203,no,no,unknown,16,jun,202,4,-1,0,unknown,no
10683,35,blue-collar,married,unknown,no,75,yes,no,unknown,16,jun,169,1,-1,0,unknown,no
10685,44,admin.,married,secondary,no,1696,no,no,unknown,16,jun,139,3,-1,0,unknown,no
10687,35,technician,single,tertiary,no,756,yes,no,unknown,16,jun,14,14,-1,0,unknown,no
10688,49,management,married,tertiary,no,2005,no,no,unknown,16,jun,81,4,-1,0,unknown,no
10703,47,blue-collar,married,primary,no,667,no,no,unknown,16,jun,54,1,-1,0,unknown,no
10704,42,housemaid,married,unknown,no,72,no,no,unknown,16,jun,22,1,-1,0,unknown,no
10706,44,management,married,tertiary,no,647,no,no,unknown,16,jun,226,2,-1,0,unknown,no
10723,56,entrepreneur,married,secondary,no,535,yes,yes,unknown,16,jun,345,4,-1,0,unknown,no
10728,39,management,married,tertiary,no,-1212,yes,no,unknown,16,jun,26,18,-1,0,unknown,no
10730,42,technician,single,tertiary,no,671,yes,no,unknown,16,jun,14,20,-1,0,unknown,no
10739,54,unknown,married,secondary,no,1241,no,no,unknown,16,jun,97,6,-1,0,unknown,no
10745,57,management,divorced,unknown,no,0,no,no,unknown,16,jun,335,3,-1,0,unknown,no
10754,58,management,married,primary,no,1136,no,no,unknown,17,jun,65,3,-1,0,unknown,no
10758,49,blue-collar,married,secondary,no,-55,no,no,unknown,17,jun,150,3,-1,0,unknown,no
10785,38,technician,single,tertiary,no,2496,no,no,unknown,17,jun,193,1,-1,0,unknown,no
10788,35,services,single,secondary,no,361,no,no,unknown,17,jun,256,1,-1,0,unknown,no
10789,41,technician,married,secondary,no,1385,no,no,unknown,17,jun,145,1,-1,0,unknown,no
10792,41,technician,married,secondary,no,130,no,no,unknown,17,jun,160,3,-1,0,unknown,no
10796,61,retired,married,secondary,no,296,no,no,unknown,17,jun,18,1,-1,0,unknown,no
10798,49,management,married,tertiary,no,391,no,no,unknown,17,jun,128,1,-1,0,unknown,no
10799,39,blue-collar,married,primary,no,1564,no,no,unknown,17,jun,57,1,-1,0,unknown,no
10801,42,entrepreneur,married,tertiary,no,1654,no,no,unknown,17,jun,116,1,-1,0,unknown,no
10818,36,admin.,single,secondary,no,810,yes,no,unknown,17,jun,296,1,-1,0,unknown,no
10819,42,entrepreneur,married,tertiary,no,1068,yes,no,unknown,17,jun,70,8,-1,0,unknown,no
10843,57,housemaid,married,primary,no,1870,no,no,unknown,17,jun,129,1,-1,0,unknown,no
10855,36,blue-collar,married,primary,no,214,no,no,unknown,17,jun,423,1,-1,0,unknown,no
10857,38,admin.,married,secondary,no,505,yes,yes,unknown,17,jun,48,2,-1,0,unknown,no
10860,53,housemaid,married,secondary,no,1060,no,no,unknown,17,jun,107,4,-1,0,unknown,no
10861,56,retired,divorced,secondary,no,4,no,no,unknown,17,jun,135,1,-1,0,unknown,no
10865,58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,unknown,no
10868,47,unknown,married,unknown,no,1728,no,no,unknown,17,jun,98,1,-1,0,unknown,no
10888,53,blue-collar,married,secondary,no,1653,no,no,unknown,17,jun,88,2,-1,0,unknown,no
10889,35,blue-collar,single,secondary,no,507,no,no,unknown,17,jun,43,6,-1,0,unknown,no
10890,46,unknown,single,secondary,no,0,no,no,unknown,17,jun,156,4,-1,0,unknown,no
10897,39,blue-collar,married,secondary,no,679,yes,no,unknown,17,jun,341,1,-1,0,unknown,no
10901,45,blue-collar,married,secondary,no,521,yes,no,unknown,17,jun,259,3,-1,0,unknown,no
10903,35,technician,single,tertiary,no,5251,yes,no,unknown,17,jun,176,15,-1,0,unknown,no
10904,53,technician,divorced,secondary,no,305,no,yes,unknown,17,jun,192,1,-1,0,unknown,no
10907,37,housemaid,divorced,primary,no,608,no,no,unknown,17,jun,108,1,-1,0,unknown,no
10908,36,management,married,tertiary,no,531,yes,no,unknown,17,jun,187,2,-1,0,unknown,no
10909,39,blue-collar,single,primary,no,1522,no,no,unknown,17,jun,164,4,-1,0,unknown,no
10912,35,technician,married,secondary,no,1255,no,no,unknown,17,jun,445,2,-1,0,unknown,no
10915,51,blue-collar,divorced,primary,no,886,no,no,unknown,17,jun,167,1,-1,0,unknown,no
10923,42,blue-collar,married,unknown,no,524,no,no,unknown,17,jun,220,1,-1,0,unknown,no
10924,60,housemaid,married,primary,no,352,no,yes,unknown,17,jun,81,2,-1,0,unknown,no
10935,44,blue-collar,married,primary,no,711,no,no,unknown,17,jun,291,1,-1,0,unknown,no
10937,40,self-employed,married,tertiary,no,1603,no,no,unknown,17,jun,279,1,-1,0,unknown,no
10938,33,self-employed,divorced,secondary,no,969,yes,no,unknown,17,jun,166,2,-1,0,unknown,no
10946,38,blue-collar,married,unknown,no,5830,no,no,unknown,17,jun,176,3,-1,0,unknown,no
10957,44,technician,divorced,secondary,no,268,no,no,unknown,17,jun,108,6,-1,0,unknown,no
10960,38,student,single,tertiary,no,3316,no,no,unknown,17,jun,1345,3,-1,0,unknown,yes
10962,50,blue-collar,divorced,primary,no,608,yes,no,unknown,17,jun,107,4,-1,0,unknown,no
10964,41,services,married,secondary,no,1483,yes,no,unknown,17,jun,66,4,-1,0,unknown,no
10969,42,student,married,unknown,no,2374,no,no,unknown,17,jun,158,2,-1,0,unknown,no
10971,40,management,married,secondary,no,106,no,no,unknown,17,jun,676,2,-1,0,unknown,yes
10976,31,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,no
10984,40,housemaid,married,primary,no,322,no,no,unknown,17,jun,140,2,-1,0,unknown,no
10986,48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown,no
11000,36,housemaid,married,primary,no,758,no,no,unknown,17,jun,236,2,-1,0,unknown,no
11003,39,technician,married,secondary,no,-184,no,yes,unknown,17,jun,185,3,-1,0,unknown,no
11006,49,unknown,single,tertiary,no,2226,no,no,unknown,17,jun,138,3,-1,0,unknown,no
11028,38,services,single,unknown,no,1610,yes,no,unknown,17,jun,76,6,-1,0,unknown,no
11031,50,management,single,tertiary,no,267,no,no,unknown,17,jun,338,2,-1,0,unknown,no
11035,55,management,married,tertiary,no,913,no,no,unknown,17,jun,462,5,-1,0,unknown,no
11036,59,entrepreneur,divorced,unknown,no,0,no,no,unknown,17,jun,956,2,-1,0,unknown,no
11037,58,housemaid,married,primary,no,3957,no,no,unknown,17,jun,76,4,-1,0,unknown,no
11039,38,entrepreneur,married,secondary,no,197,no,no,unknown,17,jun,979,9,-1,0,unknown,no
11044,36,blue-collar,married,secondary,no,1409,no,no,unknown,17,jun,235,2,-1,0,unknown,no
11056,36,blue-collar,married,secondary,yes,0,no,yes,unknown,17,jun,138,5,-1,0,unknown,no
11061,46,management,divorced,tertiary,no,25,no,no,unknown,17,jun,564,2,-1,0,unknown,no
11068,52,management,married,tertiary,no,7388,no,yes,unknown,17,jun,291,2,-1,0,unknown,no
11070,48,management,married,tertiary,no,734,yes,no,unknown,17,jun,1208,3,-1,0,unknown,no
11073,24,technician,single,secondary,no,2355,yes,no,unknown,17,jun,158,3,-1,0,unknown,no
11074,35,services,married,tertiary,no,1359,no,no,unknown,17,jun,585,2,-1,0,unknown,no
11077,46,retired,divorced,secondary,no,865,no,no,unknown,17,jun,117,11,-1,0,unknown,no
11079,36,blue-collar,single,secondary,no,2596,no,no,unknown,18,jun,60,6,-1,0,unknown,no
11082,36,services,single,secondary,no,9231,no,no,unknown,18,jun,270,3,-1,0,unknown,no
11088,51,technician,married,secondary,no,1123,no,no,unknown,18,jun,54,4,-1,0,unknown,no
11097,45,admin.,married,secondary,no,231,yes,no,unknown,18,jun,151,3,-1,0,unknown,no
11110,49,management,married,primary,no,1330,no,yes,unknown,18,jun,37,1,-1,0,unknown,no
11113,51,housemaid,married,primary,no,1093,no,yes,unknown,18,jun,18,1,-1,0,unknown,no
11114,54,housemaid,married,primary,no,3151,no,no,unknown,18,jun,350,7,-1,0,unknown,no
11117,60,retired,married,primary,no,0,no,no,unknown,18,jun,104,1,-1,0,unknown,no
11118,29,blue-collar,married,secondary,no,-565,yes,no,unknown,18,jun,164,3,-1,0,unknown,no
11119,38,services,married,secondary,no,2289,no,no,unknown,18,jun,89,5,-1,0,unknown,no
11120,39,self-employed,single,tertiary,no,426,no,no,unknown,18,jun,1029,1,-1,0,unknown,yes
11137,32,services,married,secondary,no,201,yes,no,unknown,18,jun,110,2,-1,0,unknown,no
11151,49,technician,single,secondary,no,1202,yes,no,unknown,18,jun,122,1,-1,0,unknown,no
11158,43,admin.,married,unknown,no,3485,no,no,unknown,18,jun,113,1,-1,0,unknown,no
11164,60,retired,married,secondary,no,1524,no,no,unknown,18,jun,173,1,-1,0,unknown,no
11165,58,housemaid,married,primary,no,0,no,no,unknown,18,jun,37,1,-1,0,unknown,no
11166,57,blue-collar,married,secondary,no,773,yes,yes,unknown,18,jun,97,8,-1,0,unknown,no
11180,44,blue-collar,married,primary,no,2791,no,no,unknown,18,jun,335,1,-1,0,unknown,no
11190,46,technician,married,secondary,no,179,no,yes,unknown,18,jun,129,1,-1,0,unknown,no
11191,55,blue-collar,married,primary,no,761,no,no,unknown,18,jun,67,1,-1,0,unknown,no
11193,42,blue-collar,single,primary,no,4930,no,no,unknown,18,jun,973,1,-1,0,unknown,yes
11195,37,self-employed,single,tertiary,no,2087,no,no,unknown,18,jun,167,1,-1,0,unknown,no
11201,37,technician,married,secondary,no,603,no,no,unknown,18,jun,339,2,-1,0,unknown,no
11202,36,services,single,secondary,no,755,no,no,unknown,18,jun,355,1,-1,0,unknown,no
11209,51,unknown,married,unknown,no,167,no,no,unknown,18,jun,205,4,-1,0,unknown,no
11211,48,blue-collar,single,primary,no,0,no,no,unknown,18,jun,71,1,-1,0,unknown,no
11212,39,services,married,tertiary,no,6497,no,no,unknown,18,jun,567,1,-1,0,unknown,no
11225,50,services,married,secondary,no,753,no,no,unknown,18,jun,59,2,-1,0,unknown,no
11234,56,entrepreneur,married,tertiary,no,773,no,no,unknown,18,jun,345,1,-1,0,unknown,no
11235,32,management,single,tertiary,no,7419,yes,no,unknown,18,jun,248,29,-1,0,unknown,no
11237,36,admin.,married,secondary,no,90,no,no,unknown,18,jun,166,3,-1,0,unknown,no
11246,52,management,married,tertiary,no,1147,no,no,unknown,18,jun,43,1,-1,0,unknown,no
11248,60,retired,married,tertiary,no,1336,no,no,unknown,18,jun,324,1,-1,0,unknown,no
11249,59,blue-collar,married,unknown,no,337,no,no,unknown,18,jun,100,4,-1,0,unknown,no
11250,35,admin.,married,secondary,no,1476,no,no,unknown,18,jun,209,12,-1,0,unknown,no
11263,59,retired,divorced,primary,no,681,no,yes,unknown,18,jun,376,7,-1,0,unknown,no
11270,47,unknown,married,unknown,no,1880,no,no,unknown,18,jun,64,2,-1,0,unknown,no
11274,37,blue-collar,married,secondary,no,523,no,no,unknown,18,jun,257,2,-1,0,unknown,no
11279,38,blue-collar,single,secondary,no,519,yes,yes,unknown,18,jun,13,14,-1,0,unknown,no
11294,41,admin.,married,secondary,no,1245,no,no,unknown,18,jun,140,3,-1,0,unknown,no
11297,33,admin.,single,secondary,no,3160,no,no,unknown,18,jun,719,13,-1,0,unknown,no
11299,51,technician,married,tertiary,no,1533,no,no,unknown,18,jun,242,2,-1,0,unknown,no
11310,40,blue-collar,divorced,unknown,no,2357,no,no,unknown,18,jun,66,3,-1,0,unknown,no
11312,60,retired,married,primary,no,415,no,no,unknown,18,jun,49,2,-1,0,unknown,no
11319,57,blue-collar,married,primary,no,1236,no,no,unknown,18,jun,152,9,-1,0,unknown,no
11320,44,management,divorced,tertiary,no,0,no,no,unknown,18,jun,491,3,-1,0,unknown,no
11323,57,unknown,divorced,unknown,no,4244,no,no,unknown,18,jun,626,5,-1,0,unknown,no
11324,46,blue-collar,married,primary,no,1823,no,no,unknown,18,jun,135,3,-1,0,unknown,no
11327,49,blue-collar,married,unknown,no,507,no,yes,unknown,18,jun,16,14,-1,0,unknown,no
11331,37,blue-collar,married,primary,no,1104,no,no,unknown,18,jun,15,8,-1,0,unknown,no
11336,32,management,married,tertiary,no,607,yes,no,unknown,18,jun,1060,5,-1,0,unknown,yes
11339,58,housemaid,married,primary,no,2387,no,no,unknown,18,jun,55,2,-1,0,unknown,no
11340,42,services,married,secondary,no,3236,no,no,unknown,18,jun,521,11,-1,0,unknown,no
11344,42,blue-collar,married,primary,no,-303,yes,no,unknown,18,jun,40,3,-1,0,unknown,no
11352,41,blue-collar,married,primary,no,219,no,yes,unknown,18,jun,1574,3,-1,0,unknown,yes
11353,39,admin.,married,secondary,no,0,no,no,unknown,19,jun,29,11,-1,0,unknown,no
11365,41,services,married,secondary,no,7509,no,no,unknown,19,jun,575,1,-1,0,unknown,no
11377,51,technician,divorced,secondary,no,107,no,no,unknown,19,jun,593,1,-1,0,unknown,no
11390,38,management,married,tertiary,yes,-1007,yes,yes,unknown,19,jun,71,1,-1,0,unknown,no
11395,54,technician,married,secondary,no,415,yes,no,unknown,19,jun,34,31,-1,0,unknown,no
11400,40,blue-collar,married,secondary,no,3316,no,no,unknown,19,jun,102,3,-1,0,unknown,no
11403,51,admin.,married,secondary,no,884,no,no,unknown,19,jun,50,1,-1,0,unknown,no
11404,49,technician,married,secondary,no,148,no,no,unknown,19,jun,13,1,-1,0,unknown,no
11415,51,management,divorced,tertiary,no,3415,yes,no,unknown,19,jun,677,1,-1,0,unknown,no
11424,59,retired,married,primary,no,143,yes,no,unknown,19,jun,11,1,-1,0,unknown,no
11428,45,services,divorced,secondary,no,1381,no,no,unknown,19,jun,653,2,-1,0,unknown,no
11429,59,technician,married,secondary,no,2528,no,yes,unknown,19,jun,216,1,-1,0,unknown,no
11430,41,technician,divorced,secondary,no,586,yes,no,unknown,19,jun,223,1,-1,0,unknown,no
11431,40,services,married,secondary,no,1358,no,no,unknown,19,jun,96,1,-1,0,unknown,no
11438,57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,no
11443,37,admin.,single,secondary,no,124,yes,no,unknown,19,jun,635,3,-1,0,unknown,no
11448,46,unemployed,married,primary,no,641,yes,no,unknown,19,jun,201,1,-1,0,unknown,no
11449,41,blue-collar,divorced,secondary,no,3622,no,no,unknown,19,jun,1135,4,-1,0,unknown,yes
11451,57,admin.,single,secondary,no,5768,yes,no,unknown,19,jun,512,1,-1,0,unknown,yes
11465,51,management,married,secondary,no,2604,no,no,unknown,19,jun,64,1,-1,0,unknown,no
11475,47,admin.,married,unknown,no,989,no,no,unknown,19,jun,116,1,-1,0,unknown,no
11482,40,blue-collar,married,primary,no,2132,no,no,unknown,19,jun,143,1,-1,0,unknown,no
11485,42,admin.,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,unknown,no
11492,46,blue-collar,married,secondary,no,1120,no,yes,unknown,19,jun,786,1,-1,0,unknown,no
11499,45,management,married,tertiary,no,9711,no,no,unknown,19,jun,416,3,-1,0,unknown,no
11500,36,services,married,secondary,no,3972,yes,yes,unknown,19,jun,32,1,-1,0,unknown,no
11502,56,self-employed,married,tertiary,no,411,no,no,unknown,19,jun,145,4,-1,0,unknown,no
11506,42,admin.,single,unknown,no,22,no,no,unknown,19,jun,246,3,-1,0,unknown,no
11509,23,technician,single,secondary,no,-782,yes,yes,unknown,19,jun,197,10,-1,0,unknown,no
11510,47,technician,divorced,secondary,no,5735,no,no,unknown,19,jun,282,4,-1,0,unknown,no
11516,39,services,married,secondary,no,2843,yes,no,unknown,19,jun,585,1,-1,0,unknown,yes
11519,38,technician,married,secondary,no,634,no,no,unknown,19,jun,211,2,-1,0,unknown,no
11527,40,entrepreneur,married,tertiary,yes,0,no,no,unknown,19,jun,952,4,-1,0,unknown,yes
11530,53,retired,married,primary,no,828,yes,no,unknown,19,jun,232,1,-1,0,unknown,no
11532,35,technician,single,secondary,no,23,yes,no,unknown,19,jun,113,2,-1,0,unknown,no
11535,55,management,married,unknown,no,179,no,no,unknown,19,jun,97,1,-1,0,unknown,no
11536,54,retired,married,secondary,no,3846,yes,yes,unknown,19,jun,216,2,-1,0,unknown,no
11548,36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown,no
11557,49,management,married,tertiary,no,3022,no,no,unknown,19,jun,38,1,-1,0,unknown,no
11570,41,blue-collar,single,tertiary,no,6025,no,no,unknown,19,jun,559,1,-1,0,unknown,no
11572,46,blue-collar,married,unknown,no,626,yes,no,unknown,19,jun,177,2,-1,0,unknown,no
11573,42,services,divorced,secondary,no,241,yes,no,unknown,19,jun,405,2,-1,0,unknown,no
11591,52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown,yes
11596,28,technician,single,tertiary,no,940,yes,no,unknown,19,jun,296,1,-1,0,unknown,no
11608,28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,jun,267,2,-1,0,unknown,no
11609,35,unemployed,married,secondary,no,2228,no,no,unknown,19,jun,461,2,-1,0,unknown,no
11623,27,blue-collar,married,secondary,no,61,yes,no,unknown,19,jun,1012,1,-1,0,unknown,yes
11632,25,blue-collar,single,secondary,no,-191,yes,no,unknown,19,jun,958,7,-1,0,unknown,yes
11641,50,housemaid,married,primary,no,0,no,no,unknown,20,jun,179,2,-1,0,unknown,no
11644,37,blue-collar,married,secondary,no,1818,yes,no,unknown,20,jun,193,11,-1,0,unknown,no
11645,53,blue-collar,married,secondary,no,208,no,no,unknown,20,jun,333,15,-1,0,unknown,no
11667,57,unknown,married,unknown,no,2266,no,no,unknown,20,jun,42,5,-1,0,unknown,no
11668,35,admin.,single,secondary,no,2830,no,no,unknown,20,jun,22,12,-1,0,unknown,no
11679,30,management,married,tertiary,no,34,yes,yes,unknown,20,jun,238,3,-1,0,unknown,no
11684,56,services,married,secondary,no,1860,yes,no,unknown,20,jun,129,5,-1,0,unknown,no
11690,32,blue-collar,married,secondary,no,1873,yes,yes,unknown,20,jun,23,24,-1,0,unknown,no
11709,46,technician,married,secondary,no,0,no,no,unknown,20,jun,625,1,-1,0,unknown,no
11710,55,technician,married,secondary,no,0,yes,yes,unknown,20,jun,124,1,-1,0,unknown,no
11718,35,self-employed,single,secondary,no,250,no,no,unknown,20,jun,170,1,-1,0,unknown,no
11727,53,blue-collar,married,secondary,no,1777,yes,no,unknown,20,jun,253,1,-1,0,unknown,no
11729,55,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no
11736,26,blue-collar,single,secondary,no,-46,yes,no,unknown,20,jun,382,7,-1,0,unknown,yes
11737,40,entrepreneur,divorced,tertiary,no,224,no,no,unknown,20,jun,606,1,-1,0,unknown,no
11738,46,services,married,secondary,no,457,yes,yes,unknown,20,jun,74,1,-1,0,unknown,no
11742,42,unemployed,married,secondary,no,0,yes,no,unknown,20,jun,158,1,-1,0,unknown,no
11755,56,management,divorced,tertiary,no,310,no,no,unknown,20,jun,75,4,-1,0,unknown,no
11761,44,services,single,secondary,no,2886,no,no,unknown,20,jun,31,1,-1,0,unknown,no
11771,57,technician,married,secondary,no,0,no,no,unknown,20,jun,45,4,-1,0,unknown,no
11780,57,admin.,married,tertiary,no,9311,no,no,unknown,20,jun,485,3,-1,0,unknown,no
11781,50,admin.,divorced,secondary,no,0,yes,no,unknown,20,jun,174,1,-1,0,unknown,no
11782,57,management,married,tertiary,no,9103,no,yes,unknown,20,jun,1098,2,-1,0,unknown,yes
11790,55,retired,married,secondary,no,5,no,no,unknown,20,jun,108,1,-1,0,unknown,no
11791,41,blue-collar,married,secondary,no,167,no,no,unknown,20,jun,48,1,-1,0,unknown,no
11792,38,blue-collar,married,secondary,no,1005,no,no,unknown,20,jun,76,12,-1,0,unknown,no
11795,47,services,divorced,secondary,no,287,no,no,unknown,20,jun,63,1,-1,0,unknown,no
11796,52,management,married,tertiary,no,0,no,no,unknown,20,jun,166,1,-1,0,unknown,no
11813,56,unknown,married,unknown,no,0,no,no,unknown,20,jun,471,2,-1,0,unknown,no
11822,47,technician,married,secondary,no,302,yes,no,unknown,20,jun,89,3,-1,0,unknown,no
11823,28,services,married,secondary,no,-494,yes,no,unknown,20,jun,232,2,-1,0,unknown,no
11826,51,management,married,tertiary,no,3045,no,yes,unknown,20,jun,208,2,-1,0,unknown,no
11827,60,blue-collar,married,secondary,no,196,no,no,unknown,20,jun,583,3,-1,0,unknown,no
11831,51,retired,married,secondary,no,1295,no,yes,unknown,20,jun,288,2,-1,0,unknown,no
11841,43,admin.,married,secondary,no,506,no,no,unknown,20,jun,398,1,-1,0,unknown,no
11846,51,unemployed,married,secondary,no,495,yes,yes,unknown,20,jun,154,8,-1,0,unknown,no
11859,46,blue-collar,married,secondary,no,101,yes,no,unknown,20,jun,40,4,-1,0,unknown,no
11864,54,services,married,secondary,no,515,no,yes,unknown,20,jun,825,2,-1,0,unknown,no
11866,38,blue-collar,single,tertiary,no,2885,yes,no,unknown,20,jun,1422,10,-1,0,unknown,yes
11880,42,unemployed,married,secondary,no,396,no,yes,unknown,20,jun,47,2,-1,0,unknown,no
11887,30,admin.,married,secondary,no,685,yes,no,unknown,20,jun,25,3,-1,0,unknown,no
11889,42,blue-collar,married,primary,no,161,yes,no,unknown,20,jun,365,3,-1,0,unknown,no
11891,43,blue-collar,married,primary,no,377,no,yes,unknown,20,jun,11,5,-1,0,unknown,no
11898,54,housemaid,divorced,tertiary,no,1241,no,no,unknown,20,jun,17,5,-1,0,unknown,no
11899,54,self-employed,divorced,tertiary,no,1323,no,no,unknown,20,jun,47,4,-1,0,unknown,no
11901,56,blue-collar,married,primary,no,3643,no,no,unknown,20,jun,11,3,-1,0,unknown,no
11905,38,management,divorced,tertiary,no,155,yes,no,unknown,20,jun,25,26,-1,0,unknown,no
11908,37,blue-collar,married,primary,no,1779,yes,no,unknown,20,jun,34,3,-1,0,unknown,no
11921,37,housemaid,married,unknown,no,3075,no,no,unknown,20,jun,29,3,-1,0,unknown,no
11932,42,services,single,unknown,no,4800,no,no,unknown,20,jun,10,11,-1,0,unknown,no
